ZFER,RECHAZO
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700040730,0
700022880,0
700022880,0
700022880,0
700022880,0
700022880,0
700022880,0
700022880,0
700022880,0
700022880,0
700022880,0
700045395,0
700045395,0
700045395,0
700045395,0
700045395,0
700045395,0
700045395,0
700045395,0
700045395,0
700045395,0
700045395,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700027562,0
700028931,0
700028931,0
700028931,0
700028931,0
700028931,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700071918,0
700002030,0
700002030,0
700002030,0
700002030,0
700002030,0
700002030,0
700002030,0
700002030,0
700002030,0
700002030,0
700002030,0
700002030,0
700002030,0
700002030,0
700016327,0
700016327,0
700016327,0
700016327,0
700023073,0
700023073,0
700023073,0
700023073,0
700023073,0
700023073,0
700023073,0
700023073,0
700023073,0
700023073,0
700023073,0
700023073,0
700023073,0
700073493,0
700073493,0
700043467,0
700043467,0
700043467,0
700043467,0
700042119,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700029660,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700041957,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700017810,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700023315,0
700016208,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700062504,0
700018571,0
700018571,0
700018571,0
700018571,0
700018571,0
700018571,0
700018571,0
700018571,0
700018571,0
700018571,0
700018571,0
700054805,0
700054805,0
700054805,0
700054805,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700027567,0
700058216,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700019778,0
700075697,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700077544,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700056654,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700019092,0
700032355,0
700032355,0
700044436,0
700044436,0
700044436,0
700044436,0
700057551,0
700057551,0
700057551,0
700057551,0
700057551,0
700057551,0
700057551,0
700057551,0
700045198,0
700045198,0
700020150,0
700020150,0
700020150,0
700020150,0
700020150,0
700020150,0
700020150,0
700020150,0
700020150,0
700020150,0
700020150,0
700020150,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700018088,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700010503,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700018444,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700044039,0
700020566,0
700020566,0
700046655,0
700046655,0
700046655,0
700046655,0
700046655,0
700046655,0
700046655,0
700046655,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700019746,0
700010808,0
700010808,0
700071950,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700055399,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
700010498,0
